"state","state.code","year","population","deaths","vmt"
"North Dakota",38,1990,638325,112,5.91e+09
"North Dakota",38,1991,636172,94,5.951e+09
"North Dakota",38,1992,638575,88,6.072e+09
"North Dakota",38,1993,641483,89,6.158e+09
"North Dakota",38,1994,645004,88,6.338e+09
"North Dakota",38,1995,648019,74,6.545e+09
"North Dakota",38,1996,650563,85,6.741e+09
"North Dakota",38,1997,649952,105,7.122e+09
"North Dakota",38,1998,647619,92,7.333e+09
"North Dakota",38,1999,644259,119,7.262e+09
"North Dakota",38,2000,642200,86,7.217e+09
"North Dakota",38,2001,639062,105,7.235e+09
"North Dakota",38,2002,638168,97,7.336e+09
"North Dakota",38,2003,638817,105,7.468e+09
"North Dakota",38,2004,644705,100,7.594e+09
"North Dakota",38,2005,646089,123,7.57e+09
"North Dakota",38,2006,649422,111,7.89e+09
"North Dakota",38,2007,652822,111,7.844e+09
"North Dakota",38,2008,657569,104,7.82e+09
"North Dakota",38,2009,664968,140,8.154e+09
"North Dakota",38,2010,672591,105,8262623785.62
"Ohio",39,1990,10850094,1638,9.1303e+10
"Ohio",39,1991,10951104,1636,9.3002e+10
"Ohio",39,1992,11031225,1439,9.5221e+10
"Ohio",39,1993,11103679,1478,9.6167e+10
"Ohio",39,1994,11154945,1370,9.82e+10
"Ohio",39,1995,11205299,1360,1.00788e+11
"Ohio",39,1996,11244913,1391,1.0309e+11
"Ohio",39,1997,11279094,1441,1.03677e+11
"Ohio",39,1998,11315474,1422,1.04926e+11
"Ohio",39,1999,11335454,1430,1.05511e+11
"Ohio",39,2000,11353140,1366,1.05903e+11
"Ohio",39,2001,11387404,1378,1.06589e+11
"Ohio",39,2002,11407889,1418,1.07861e+11
"Ohio",39,2003,11434788,1274,1.08938e+11
"Ohio",39,2004,11452251,1286,1.11654e+11
"Ohio",39,2005,11463320,1321,1.10491e+11
"Ohio",39,2006,11481213,1238,1.11247e+11
"Ohio",39,2007,11500468,1257,1.10631e+11
"Ohio",39,2008,11515391,1190,1.08302e+11
"Ohio",39,2009,11528896,1022,110642308892
"Ohio",39,2010,11536504,1080,111835731562.23
"Oklahoma",40,1990,3146136,641,3.3141e+10
"Oklahoma",40,1991,3176556,652,3.424e+10
"Oklahoma",40,1992,3221404,613,3.5119e+10
"Oklahoma",40,1993,3253331,671,3.5529e+10
"Oklahoma",40,1994,3282213,687,3.5567e+10
"Oklahoma",40,1995,3309855,669,3.8489e+10
"Oklahoma",40,1996,3341657,772,3.9427e+10
"Oklahoma",40,1997,3374534,838,4.14e+10
"Oklahoma",40,1998,3407252,755,4.2033e+10
"Oklahoma",40,1999,3437147,741,4.2569e+10
"Oklahoma",40,2000,3450654,650,4.3355e+10
"Oklahoma",40,2001,3467100,682,4.3527e+10
"Oklahoma",40,2002,3489080,739,4.5731e+10
"Oklahoma",40,2003,3504892,671,4.5725e+10
"Oklahoma",40,2004,3525233,774,4.6443e+10
"Oklahoma",40,2005,3548597,803,4.7019e+10
"Oklahoma",40,2006,3594090,765,4.8689e+10
"Oklahoma",40,2007,3634349,754,4.7572e+10
"Oklahoma",40,2008,3668976,749,4.8499e+10
"Oklahoma",40,2009,3717572,737,46996985934
"Oklahoma",40,2010,3751351,668,47745917333.3
"Oregon",41,1990,2843155,579,2.6738e+10
"Oregon",41,1991,2929085,482,2.5762e+10
"Oregon",41,1992,2992359,471,2.7926e+10
"Oregon",41,1993,3061333,523,2.9657e+10
"Oregon",41,1994,3121913,494,2.9453e+10
"Oregon",41,1995,3185037,574,3.0034e+10
"Oregon",41,1996,3248377,526,3.0319e+10
"Oregon",41,1997,3304834,524,3.2268e+10
"Oregon",41,1998,3354163,538,3.334e+10
"Oregon",41,1999,3393941,414,3.468e+10
"Oregon",41,2000,3421399,451,3.387e+10
"Oregon",41,2001,3467937,488,3.4398e+10
"Oregon",41,2002,3513424,436,3.4578e+10
"Oregon",41,2003,3547376,512,3.5098e+10
"Oregon",41,2004,3569463,456,3.5598e+10
"Oregon",41,2005,3613202,487,3.5282e+10
"Oregon",41,2006,3670883,478,3.5483e+10
"Oregon",41,2007,3722417,455,3.475e+10
"Oregon",41,2008,3768748,416,3.3468e+10
"Oregon",41,2009,3808600,377,3.3972e+10
"Oregon",41,2010,3831074,317,33774105561.9
"Pennsylvania",42,1990,11886559,1646,8.5708e+10
"Pennsylvania",42,1991,11987818,1661,8.7282e+10
"Pennsylvania",42,1992,12052611,1545,8.92e+10
"Pennsylvania",42,1993,12123137,1529,9.0706e+10
"Pennsylvania",42,1994,12170062,1441,9.2347e+10
"Pennsylvania",42,1995,12201314,1480,9.452e+10
"Pennsylvania",42,1996,12225148,1469,9.6646e+10
"Pennsylvania",42,1997,12229931,1557,9.8015e+10
"Pennsylvania",42,1998,12250692,1481,9.9908e+10
"Pennsylvania",42,1999,12263805,1549,1.02011e+11
"Pennsylvania",42,2000,12281054,1520,1.02337e+11
"Pennsylvania",42,2001,12298970,1532,1.03004e+11
"Pennsylvania",42,2002,12331031,1614,1.04476e+11
"Pennsylvania",42,2003,12374658,1577,1.06347e+11
"Pennsylvania",42,2004,12410722,1490,1.0807e+11
"Pennsylvania",42,2005,12449990,1616,1.08042e+11
"Pennsylvania",42,2006,12510809,1525,1.08278e+11
"Pennsylvania",42,2007,12563937,1491,1.08699e+11
"Pennsylvania",42,2008,12612285,1468,1.07848e+11
"Pennsylvania",42,2009,12666858,1256,1.0388e+11
"Pennsylvania",42,2010,12702379,1324,100328712345.81
"Rhode Island",44,1990,1004026,84,7.364e+09
"Rhode Island",44,1991,1010812,88,7.152e+09
"Rhode Island",44,1992,1012667,79,7.559e+09
"Rhode Island",44,1993,1014973,74,7.227e+09
"Rhode Island",44,1994,1015892,63,7.095e+09
"Rhode Island",44,1995,1016502,69,6.896e+09
"Rhode Island",44,1996,1020486,69,7.12e+09
"Rhode Island",44,1997,1024948,75,7.072e+09
"Rhode Island",44,1998,1031343,74,7.983e+09
"Rhode Island",44,1999,1040402,88,8.281e+09
"Rhode Island",44,2000,1048319,80,8.359e+09
"Rhode Island",44,2001,1057142,81,7.991e+09
"Rhode Island",44,2002,1065995,84,8.142e+09
"Rhode Island",44,2003,1071342,104,8.365e+09
"Rhode Island",44,2004,1074579,83,8.473e+09
"Rhode Island",44,2005,1067916,87,8.3e+09
"Rhode Island",44,2006,1063096,81,8.3e+09
"Rhode Island",44,2007,1057315,69,8.636e+09
"Rhode Island",44,2008,1055003,65,8.187e+09
"Rhode Island",44,2009,1053646,83,8.25e+09
"Rhode Island",44,2010,1052567,67,8280220073.54
"South Carolina",45,1990,3489605,979,3.4376e+10
"South Carolina",45,1991,3572113,890,3.4456e+10
"South Carolina",45,1992,3621983,807,3.5049e+10
"South Carolina",45,1993,3664533,846,3.6125e+10
"South Carolina",45,1994,3706500,847,3.7245e+10
"South Carolina",45,1995,3749504,881,3.8724e+10
"South Carolina",45,1996,3797265,930,3.9756e+10
"South Carolina",45,1997,3860744,903,4.1333e+10
"South Carolina",45,1998,3920791,1002,4.2821e+10
"South Carolina",45,1999,3974682,1065,4.4148e+10
"South Carolina",45,2000,4012012,1065,4.5538e+10
"South Carolina",45,2001,4064995,1060,4.6601e+10
"South Carolina",45,2002,4107795,1053,4.729e+10
"South Carolina",45,2003,4150297,969,4.812e+10
"South Carolina",45,2004,4210921,1046,4.9551e+10
"South Carolina",45,2005,4270150,1094,4.9434e+10
"South Carolina",45,2006,4357847,1045,5.0199e+10
"South Carolina",45,2007,4444110,1066,5.1109e+10
"South Carolina",45,2008,4528996,920,4.9597e+10
"South Carolina",45,2009,4589872,894,4.913e+10
"South Carolina",45,2010,4625364,809,49124335197.08
"South Dakota",46,1990,695805,153,6.989e+09
"South Dakota",46,1991,704009,143,6.711e+09
"South Dakota",46,1992,713096,161,7.218e+09
"South Dakota",46,1993,722507,140,7.413e+09
"South Dakota",46,1994,731147,154,7.631e+09
"South Dakota",46,1995,738375,158,7.669e+09
"South Dakota",46,1996,742683,175,7.817e+09
"South Dakota",46,1997,744434,148,7.939e+09
"South Dakota",46,1998,746501,165,8.097e+09
"South Dakota",46,1999,750412,150,8.244e+09
"South Dakota",46,2000,754844,173,8.432e+09
"South Dakota",46,2001,757972,171,8.542e+09
"South Dakota",46,2002,760020,180,8.499e+09
"South Dakota",46,2003,763729,203,8.527e+09
"South Dakota",46,2004,770396,197,8.784e+09
"South Dakota",46,2005,775493,186,8.397e+09
"South Dakota",46,2006,783033,191,9.168e+09
"South Dakota",46,2007,791623,146,9.005e+09
"South Dakota",46,2008,799124,119,8.986e+09
"South Dakota",46,2009,807067,131,9606641673.92
"South Dakota",46,2010,814180,140,8865980484.6
"Tennessee",47,1990,4880859,1177,4.671e+10
"Tennessee",47,1991,4968973,1113,4.7267e+10
"Tennessee",47,1992,5051188,1153,4.9994e+10
"Tennessee",47,1993,5139306,1170,5.2112e+10
"Tennessee",47,1994,5233322,1214,5.4524e+10
"Tennessee",47,1995,5328891,1259,5.6214e+10
"Tennessee",47,1996,5419660,1239,5.8435e+10
"Tennessee",47,1997,5501676,1225,6.0526e+10
"Tennessee",47,1998,5573935,1216,6.2562e+10
"Tennessee",47,1999,5638706,1302,6.4756e+10
"Tennessee",47,2000,5689283,1307,6.5732e+10
"Tennessee",47,2001,5750789,1251,6.7632e+10
"Tennessee",47,2002,5795918,1177,6.8229e+10
"Tennessee",47,2003,5847812,1193,6.9154e+10
"Tennessee",47,2004,5910809,1339,7.0943e+10
"Tennessee",47,2005,5991057,1270,7.0814e+10
"Tennessee",47,2006,6088766,1284,7.0596e+10
"Tennessee",47,2007,6175727,1210,7.1179e+10
"Tennessee",47,2008,6247411,1035,6.9469e+10
"Tennessee",47,2009,6306019,986,7.0226e+10
"Tennessee",47,2010,6346105,1032,70438824331.4
"Texas",48,1990,17008748,3250,1.56578e+11
"Texas",48,1991,17405312,3078,1.58756e+11
"Texas",48,1992,17766812,3059,1.63329e+11
"Texas",48,1993,18170320,3043,1.67611e+11
"Texas",48,1994,18572123,3187,1.78348e+11
"Texas",48,1995,18967400,3183,1.81096e+11
"Texas",48,1996,19352289,3742,1.85386e+11
"Texas",48,1997,19752039,3513,1.98702e+11
"Texas",48,1998,20171768,3586,2.06023e+11
"Texas",48,1999,20558220,3522,2.10874e+11
"Texas",48,2000,20851820,3779,2.20064e+11
"Texas",48,2001,21319622,3736,2.16269e+11
"Texas",48,2002,21690325,3823,2.21026e+11
"Texas",48,2003,22030931,3821,2.23418e+11
"Texas",48,2004,22394023,3699,2.31008e+11
"Texas",48,2005,22778123,3536,2.3517e+11
"Texas",48,2006,23359580,3531,2.38256e+11
"Texas",48,2007,23831983,3363,2.43443e+11
"Texas",48,2008,24309039,3382,2.35382e+11
"Texas",48,2009,24801761,3104,2.30411e+11
"Texas",48,2010,25145561,3023,234015906037.55
"Utah",49,1990,1723370,272,1.4646e+10
"Utah",49,1991,1780280,271,1.5391e+10
"Utah",49,1992,1837837,269,1.6307e+10
"Utah",49,1993,1898909,303,1.7056e+10
"Utah",49,1994,1961072,343,1.8078e+10
"Utah",49,1995,2014719,325,1.8781e+10
"Utah",49,1996,2069474,321,1.9539e+10
"Utah",49,1997,2120359,366,2.0444e+10
"Utah",49,1998,2167719,350,2.127e+10
"Utah",49,1999,2203482,360,2.2043e+10
"Utah",49,2000,2233169,373,2.2597e+10
"Utah",49,2001,2283715,291,2.3452e+10
"Utah",49,2002,2324815,328,2.4564e+10
"Utah",49,2003,2360137,309,2.4029e+10
"Utah",49,2004,2401580,296,2.4696e+10
"Utah",49,2005,2457719,282,2.5158e+10
"Utah",49,2006,2525507,287,2.5964e+10
"Utah",49,2007,2597746,299,2.6832e+10
"Utah",49,2008,2663029,275,2.5974e+10
"Utah",49,2009,2723421,244,2.6264e+10
"Utah",49,2010,2763885,253,26585222151.3
"Vermont",50,1990,562489,90,5.838e+09
"Vermont",50,1991,568691,110,5.87e+09
"Vermont",50,1992,572925,96,6.019e+09
"Vermont",50,1993,577924,110,5.976e+09
"Vermont",50,1994,584098,77,6.152e+09
"Vermont",50,1995,588979,106,6.206e+09
"Vermont",50,1996,593894,88,6.377e+09
"Vermont",50,1997,597414,96,6.466e+09
"Vermont",50,1998,600704,104,6.596e+09
"Vermont",50,1999,604683,90,6.543e+09
"Vermont",50,2000,608827,76,6.811e+09
"Vermont",50,2001,612223,92,9.617e+09
"Vermont",50,2002,615442,78,9.677e+09
"Vermont",50,2003,617858,69,8.309e+09
"Vermont",50,2004,619920,98,7.855e+09
"Vermont",50,2005,621215,73,7.713e+09
"Vermont",50,2006,622892,87,7.832e+09
"Vermont",50,2007,623481,66,7.694e+09
"Vermont",50,2008,624151,73,7.312e+09
"Vermont",50,2009,624817,74,7.646e+09
"Vermont",50,2010,625741,71,7247555840.05
"Virginia",51,1990,6191428,1079,6.0178e+10
"Virginia",51,1991,6303660,948,6.1099e+10
"Virginia",51,1992,6417314,839,6.3447e+10
"Virginia",51,1993,6512324,879,6.5421e+10
"Virginia",51,1994,6597000,930,6.7609e+10
"Virginia",51,1995,6673422,900,6.9811e+10
"Virginia",51,1996,6754598,877,7.1302e+10
"Virginia",51,1997,6831731,984,7.032e+10
"Virginia",51,1998,6905016,935,7.2679e+10
"Virginia",51,1999,7000174,878,7.3908e+10
"Virginia",51,2000,7078515,929,7.4801e+10
"Virginia",51,2001,7198362,935,7.3745e+10
"Virginia",51,2002,7286873,914,7.745e+10
"Virginia",51,2003,7366977,943,7.6868e+10
"Virginia",51,2004,7475575,922,7.8877e+10
"Virginia",51,2005,7577105,947,8.0337e+10
"Virginia",51,2006,7673725,962,8.1095e+10
"Virginia",51,2007,7751000,1027,8.2077e+10
"Virginia",51,2008,7833496,824,8.2278e+10
"Virginia",51,2009,7925937,758,8.0927e+10
"Virginia",51,2010,8001024,740,82170614276.3
"Washington",53,1990,4868410,825,4.4695e+10
"Washington",53,1991,5026490,682,4.6449e+10
"Washington",53,1992,5161525,651,4.9386e+10
"Washington",53,1993,5280598,661,4.6135e+10
"Washington",53,1994,5376439,640,4.7428e+10
"Washington",53,1995,5482492,653,4.925e+10
"Washington",53,1996,5572322,712,4.9405e+10
"Washington",53,1997,5675818,674,5.1068e+10
"Washington",53,1998,5771447,662,5.1927e+10
"Washington",53,1999,5842564,637,5.2714e+10
"Washington",53,2000,5894121,631,5.333e+10
"Washington",53,2001,5985722,649,5.3665e+10
"Washington",53,2002,6052349,658,5.4776e+10
"Washington",53,2003,6104115,600,5.5015e+10
"Washington",53,2004,6178645,567,5.5673e+10
"Washington",53,2005,6257305,649,5.5476e+10
"Washington",53,2006,6370753,633,5.6517e+10
"Washington",53,2007,6461587,568,5.6939e+10
"Washington",53,2008,6562231,521,5.5558e+10
"Washington",53,2009,6667426,492,5.6417e+10
"Washington",53,2010,6724540,460,57190441649.7
"West Virginia",54,1990,1794262,481,1.5418e+10
"West Virginia",54,1991,1799502,414,1.6026e+10
"West Virginia",54,1992,1806776,420,1.6478e+10
"West Virginia",54,1993,1817927,429,1.6778e+10
"West Virginia",54,1994,1820782,356,1.7112e+10
"West Virginia",54,1995,1823956,376,1.7421e+10
"West Virginia",54,1996,1823203,348,1.7693e+10
"West Virginia",54,1997,1819689,381,1.8324e+10
"West Virginia",54,1998,1816386,354,1.8666e+10
"West Virginia",54,1999,1811799,395,1.9032e+10
"West Virginia",54,2000,1808344,411,1.9242e+10
"West Virginia",54,2001,1801481,376,1.9714e+10
"West Virginia",54,2002,1805414,439,2.0005e+10
"West Virginia",54,2003,1812295,394,2.0082e+10
"West Virginia",54,2004,1816438,410,2.0302e+10
"West Virginia",54,2005,1820492,374,2.0523e+10
"West Virginia",54,2006,1827912,410,2.0885e+10
"West Virginia",54,2007,1834052,431,2.0564e+10
"West Virginia",54,2008,1840310,380,2.0774e+10
"West Virginia",54,2009,1847775,357,1.9606e+10
"West Virginia",54,2010,1852994,315,19203033574.85
"Wisconsin",55,1990,4891217,769,4.4277e+10
"Wisconsin",55,1991,4967147,797,4.5458e+10
"Wisconsin",55,1992,5028141,652,4.7628e+10
"Wisconsin",55,1993,5088947,714,4.9167e+10
"Wisconsin",55,1994,5138097,712,5.0273e+10
"Wisconsin",55,1995,5190188,745,5.1396e+10
"Wisconsin",55,1996,5236721,761,5.2782e+10
"Wisconsin",55,1997,5272971,725,5.4405e+10
"Wisconsin",55,1998,5303586,714,5.6655e+10
"Wisconsin",55,1999,5332666,745,5.6961e+10
"Wisconsin",55,2000,5363675,799,5.7266e+10
"Wisconsin",55,2001,5406835,763,5.7269e+10
"Wisconsin",55,2002,5445162,803,5.8746e+10
"Wisconsin",55,2003,5479203,848,5.9615e+10
"Wisconsin",55,2004,5514026,792,6.0399e+10
"Wisconsin",55,2005,5546166,815,6.0017e+10
"Wisconsin",55,2006,5577655,724,5.9398e+10
"Wisconsin",55,2007,5610775,756,5.9493e+10
"Wisconsin",55,2008,5640996,605,5.7462e+10
"Wisconsin",55,2009,5669264,561,5.8157e+10
"Wisconsin",55,2010,5686986,572,59420266427.03
"Wyoming",56,1990,453541,125,5.833e+09
"Wyoming",56,1991,459330,122,5.998e+09
"Wyoming",56,1992,466423,118,6.217e+09
"Wyoming",56,1993,473228,120,6.77e+09
"Wyoming",56,1994,480373,144,6.689e+09
"Wyoming",56,1995,485188,170,7.044e+09
"Wyoming",56,1996,488168,143,7.36e+09
"Wyoming",56,1997,489618,137,7.576e+09
"Wyoming",56,1998,490944,154,8.031e+09
"Wyoming",56,1999,491780,189,7.797e+09
"Wyoming",56,2000,493782,152,8.09e+09
"Wyoming",56,2001,494657,186,8.625e+09
"Wyoming",56,2002,500017,176,9.007e+09
"Wyoming",56,2003,503453,165,9.211e+09
"Wyoming",56,2004,509106,164,9.261e+09
"Wyoming",56,2005,514157,170,9.058e+09
"Wyoming",56,2006,522667,195,9.415e+09
"Wyoming",56,2007,534876,150,9.366e+09
"Wyoming",56,2008,546043,159,9.447e+09
"Wyoming",56,2009,559851,134,9.568e+09
"Wyoming",56,2010,563626,155,9.568e+09
